id,status,resp_start_ts,resp_last_ts,language,testmode,QS1,QS2,QAGE,QS3,QCOUNTRY,Q1R1,Q1R102,Q1R109,Q1R110,Q1R111,Q1R112,Q1R113,Q1R116,Q1R117,Q2R1,Q2R102,Q2R109,Q2R110,Q2R111,Q2R112,Q2R113,Q2R116,Q2R117,Q3R1,Q3R102,Q3R109,Q3R110,Q3R111,Q3R112,Q3R113,Q3R116,Q3R117,Q3RANK1,Q3RANK2,Q3RANK3,Q4R1,Q4R102,Q4R109,Q4R110,Q4R111,Q4R112,Q4R113,Q4R116,Q4R117,Q5BR1,Q5BR102,Q5BR109,Q5BR110,Q5BR111,Q5BR112,Q5BR113,Q5BR116,Q5BR117,Q5R1,Q5R102,Q5R109,Q5R110,Q5R111,Q5R112,Q5R113,Q5R116,Q5R117,Q6R1,Q6R102,Q6R109,Q6R110,Q6R111,Q6R112,Q6R113,Q6R116,Q6R117,Q6BR1,Q6BR102,Q6BR109,Q6BR110,Q6BR111,Q6BR112,Q6BR113,Q6BR116,Q6BR117,Q7R1C1,Q7R2C1,Q7R3C1,Q7R4C1,Q7R5C1,Q7R6C1,Q7R7C1,Q7R8C1,Q7R9C1,Q7R10C1,Q7R11C1,Q7R12C1,Q7R13C1,Q7R14C1,Q7R15C1,Q7R16C1,Q7R17C1,Q7R18C1,Q7R1C102,Q7R2C102,Q7R3C102,Q7R4C102,Q7R5C102,Q7R6C102,Q7R7C102,Q7R8C102,Q7R9C102,Q7R10C102,Q7R11C102,Q7R12C102,Q7R13C102,Q7R14C102,Q7R15C102,Q7R16C102,Q7R17C102,Q7R18C102,Q7R1C109,Q7R2C109,Q7R3C109,Q7R4C109,Q7R5C109,Q7R6C109,Q7R7C109,Q7R8C109,Q7R9C109,Q7R10C109,Q7R11C109,Q7R12C109,Q7R13C109,Q7R14C109,Q7R15C109,Q7R16C109,Q7R17C109,Q7R18C109,Q7R1C110,Q7R2C110,Q7R3C110,Q7R4C110,Q7R5C110,Q7R6C110,Q7R7C110,Q7R8C110,Q7R9C110,Q7R10C110,Q7R11C110,Q7R12C110,Q7R13C110,Q7R14C110,Q7R15C110,Q7R16C110,Q7R17C110,Q7R18C110,Q7R1C111,Q7R2C111,Q7R3C111,Q7R4C111,Q7R5C111,Q7R6C111,Q7R7C111,Q7R8C111,Q7R9C111,Q7R10C111,Q7R11C111,Q7R12C111,Q7R13C111,Q7R14C111,Q7R15C111,Q7R16C111,Q7R17C111,Q7R18C111,Q7R1C112,Q7R2C112,Q7R3C112,Q7R4C112,Q7R5C112,Q7R6C112,Q7R7C112,Q7R8C112,Q7R9C112,Q7R10C112,Q7R11C112,Q7R12C112,Q7R13C112,Q7R14C112,Q7R15C112,Q7R16C112,Q7R17C112,Q7R18C112,Q7R1C113,Q7R2C113,Q7R3C113,Q7R4C113,Q7R5C113,Q7R6C113,Q7R7C113,Q7R8C113,Q7R9C113,Q7R10C113,Q7R11C113,Q7R12C113,Q7R13C113,Q7R14C113,Q7R15C113,Q7R16C113,Q7R17C113,Q7R18C113,Q7R1C116,Q7R2C116,Q7R3C116,Q7R4C116,Q7R5C116,Q7R6C116,Q7R7C116,Q7R8C116,Q7R9C116,Q7R10C116,Q7R11C116,Q7R12C116,Q7R13C116,Q7R14C116,Q7R15C116,Q7R16C116,Q7R17C116,Q7R18C116,Q7R1C117,Q7R2C117,Q7R3C117,Q7R4C117,Q7R5C117,Q7R6C117,Q7R7C117,Q7R8C117,Q7R9C117,Q7R10C117,Q7R11C117,Q7R12C117,Q7R13C117,Q7R14C117,Q7R15C117,Q7R16C117,Q7R17C117,Q7R18C117,QMD_TRACK,QMD_1M,QMD_1L,QMD_2M,QMD_2L,QMD_3M,QMD_3L,QMD_4M,QMD_4L,QMD_5M,QMD_5L,QMD_6M,QMD_6L,QMD_7M,QMD_7L,QMD_8M,QMD_8L,QMD_9M,QMD_9L,QMD_10M,QMD_10L,QMD_11M,QMD_11L,QMD_UTIL_1,QMD_UTIL_2,QMD_UTIL_3,QMD_UTIL_4,QMD_UTIL_5,QMD_UTIL_6,QMD_UTIL_7,QMD_UTIL_8,QMD_UTIL_9,QMD_UTIL_10,QMD_UTIL_11,QMD_UTIL_12,QMD_UTIL_13,QMD_UTIL_14,QMD_UTIL_15,QMD_UTIL_16,QMD_UTIL_17,QMD_UTIL_18,QMD_RLH,QMD_PCERT,device_type,mobile,browser,browser_version,os,win_version,screensize,timezone,fback,fback_opts.1,fback_opts.2,fback_opts.3,fback_opts.4,fback_opts.5,fback_opts.6,fback_opts.7,fback_val,last_page_id,elapsed,disp.QS1,disp.QAGE,disp.QCTYGEN2,disp.T1,disp.QFAM,oq.QAGE,oq.QS3_QUOTA,oq.QCTYGEN2
130226950,C,,1969-12-31 16:00:00,,,6,57,6,1,206,5,5,5,4,4,5,2,5,5,7,7,5,,5,6,6,5,6,1,2,,,,,,,3,1,102,117,10,9,5,,6,8,7,5,9,7,7,4,,4,4,6,4,4,7,7,4,,4,5,6,4,5,7,7,5,,4,4,6,5,4,6,6,5,,4,4,6,5,4,5,3,3,6,5,7,3,5,6,5,5,5,6,2,5,5,3,3,5,3,3,6,5,7,3,5,5,5,5,5,5,2,5,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,4,5,4,3,5,4,4,4,4,4,2,5,4,5,3,,,,,,,,,,,,,,,,,,,5,3,3,5,5,6,3,5,5,5,5,4,5,2,5,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,17,14,9,14,7,13,12,5,17,3,16,2,16,2,3,5,18,1,9,14,9,5.283458078,7.49026361,4.864972828,5.355451048,5.762139171,4.735800829,4.430041357,7.445794312,4.183005008,5.052643081,3.712383478,4.591127425,7.359790899,8.808012285,5.541079956,4.343822671,5.6207899,5.419424065,0.2404120204,0.1127970391,,,,,,,,,,,,,,,,,,,,,,,,,,,
42789489,C,,1969-12-31 16:00:00,,,6,45,5,2,202,6,5,6,5,1,5,6,6,6,7,7,7,6,,6,7,7,7,,3,,,,,1,,2,113,117,102,10,10,10,9,,9,10,9,10,7,7,7,6,,6,7,7,7,7,7,7,7,,6,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,5,2,18,12,16,6,14,6,15,10,17,13,16,2,16,2,4,10,18,6,15,10,9,3.921595267,7.906427422,6.091178772,5.57903422,7.307844655,5.657671638,3.358648697,6.14299319,4.77650518,7.224176068,3.615013946,4.773029169,8.074984531,3.896463304,5.604578188,4.769395874,6.242253857,5.058206022,0.2271271171,0.07847393224,,,,,,,,,,,,,,,,,,,,,,,,,,,
400349647,C,,1969-12-31 16:00:00,,,6,44,4,1,503,3,1,6,3,4,5,6,4,6,5,6,6,4,5,5,6,3,6,,1,,,,,3,,2,102,117,113,6,7,7,7,7,5,7,3,7,,6,5,,5,,5,6,7,3,5,5,4,4,3,6,3,5,4,6,5,4,6,4,6,2,6,4,6,5,4,4,4,6,3,6,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,6,6,6,5,4,6,6,6,6,5,5,6,5,5,4,4,4,5,3,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,2,4,3,1,3,3,3,2,3,3,3,3,2,3,,,,,,,,,,,,,,,,,,,3,2,18,1,11,3,9,2,11,4,6,8,16,1,7,8,7,3,17,2,6,10,12,6.159659335,8.750847881,6.505264428,6.600790124,5.200608176,5.073075721,5.065406793,5.769526449,4.714848369,5.599206844,4.573905194,4.059981079,6.04445055,4.870877455,4.557689373,4.90854738,5.111020764,6.434294086,0.2357380375,0.1014686968,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERCQSM4WNEUM8,C,,1969-12-31 16:00:00,,,6,21,2,2,101,3,5,5,1,4,4,5,4,4,1,5,5,,5,5,5,5,5,,,2,,,,,1,,116,109,,1,5,5,,5,5,5,5,5,,5,6,,5,5,6,6,5,1,2,2,,2,2,2,2,2,1,4,6,,4,4,5,5,5,1,1,2,,1,1,2,1,2,2,4,3,3,3,3,2,2,1,3,3,3,3,3,2,3,4,3,2,4,3,3,4,3,3,2,2,3,3,3,3,3,2,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,3,3,3,4,2,3,3,3,3,3,1,2,2,4,3,,,,,,,,,,,,,,,,,,,2,4,3,3,3,3,2,2,2,3,3,3,3,3,2,3,4,3,6,2,4,17,14,2,10,15,5,18,3,8,5,1,11,15,4,8,18,1,4,3,6,5.585139197,6.724582016,4.735950284,4.349032594,5.354949771,5.489265746,5.099768787,6.388356245,4.760925983,6.139579542,4.966171818,4.975920549,7.232888514,6.420066554,6.465632414,5.068415944,5.840138961,4.403215081,0.215091178,0.04352011463,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW3973CH90005IOIT2789BW99375FO,C,,1969-12-31 16:00:00,,,6,44,4,1,501,4,6,5,3,6,3,6,4,5,4,7,5,1,7,4,7,5,5,,1,,,3,,2,,,102,113,111,6,10,8,3,9,6,9,7,7,4,7,6,,7,,7,5,5,3,6,5,1,5,2,5,5,4,4,7,6,1,7,4,7,5,6,3,7,5,1,7,4,7,5,5,4,1,6,6,4,4,3,5,5,4,5,4,5,4,4,5,2,3,,,,,,,,,,,,,,,,,,,7,1,6,7,6,7,7,6,7,7,7,7,7,5,6,7,1,1,3,2,5,5,5,4,3,3,5,2,3,4,5,3,4,5,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,7,5,6,7,7,7,6,7,7,7,6,6,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,14,12,17,2,18,12,3,5,16,15,16,8,9,1,7,13,10,4,7,10,5,5.910738497,5.809389311,5.446608712,5.548676564,6.735066003,5.671550888,5.720803904,5.253391823,6.054203886,5.59050604,4.51561442,5.259882202,7.175052633,5.271859379,6.263719561,3.407163914,4.645245867,5.720526396,0.2126481191,0.03808190861,,,,,,,,,,,,,,,,,,,,,,,,,,,
30851995,C,,1969-12-31 16:00:00,,,6,44,4,1,203,4,5,5,5,5,5,5,4,5,5,7,6,2,4,7,6,6,6,,1,,,,3,,,2,102,117,112,5,7,7,3,6,6,6,7,7,6,7,6,4,6,6,7,6,6,6,7,5,4,5,6,6,6,6,6,7,5,4,6,6,5,6,6,5,6,5,3,5,6,6,4,5,5,7,4,5,6,7,4,6,6,5,5,6,6,4,6,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,4,6,6,7,4,5,6,6,5,6,6,4,6,4,1,4,,,,,,,,,,,,,,,,,,,5,7,4,4,6,7,4,6,6,5,4,6,6,4,6,4,1,4,6,7,4,5,6,7,4,6,5,6,5,6,6,4,6,4,1,4,8,15,7,4,17,2,10,4,9,2,5,13,16,15,11,2,11,9,6,1,9,1,11,4.841839903,8.632217183,7.461043771,5.690880517,5.638000796,4.133459307,4.323577119,5.434978921,3.545004208,6.01278363,4.572021765,4.435588072,7.491926632,5.677168036,5.610901308,6.266237599,4.112612933,6.119758299,0.229112107,0.08322847074,,,,,,,,,,,,,,,,,,,,,,,,,,,
270178195,C,,1969-12-31 16:00:00,,,6,32,3,1,102,6,4,6,3,6,6,6,5,4,6,3,6,3,6,4,6,5,5,,,1,,,,2,,3,109,113,117,8,6,9,4,9,6,7,8,8,6,3,6,,7,4,6,5,5,5,4,7,3,7,4,6,5,5,5,4,6,4,6,4,5,5,5,5,4,6,3,6,5,6,4,5,5,2,5,6,4,5,6,6,6,5,5,6,5,5,6,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,5,5,4,5,5,3,5,4,5,4,4,5,5,3,2,4,,,,,,,,,,,,,,,,,,,5,2,5,6,5,5,4,3,5,4,5,5,5,5,5,4,2,4,,,,,,,,,,,,,,,,,,,5,2,5,6,5,6,4,5,6,6,5,6,5,5,6,5,2,4,,,,,,,,,,,,,,,,,,,7,18,15,2,9,4,17,2,17,18,8,2,5,10,3,3,9,18,16,6,17,10,16,4.659444131,7.475063866,7.247555022,7.686248787,4.415164475,4.927061808,4.497802388,4.895241145,3.560780563,6.683538971,6.238381427,5.636772342,6.380535552,5.944699499,6.405992935,3.615110639,3.82567889,5.90492756,0.2475474561,0.1315994004,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI15098NM15058CMLO4919JD75336QP,C,,1969-12-31 16:00:00,,,6,37,4,1,401,5,3,6,3,4,3,4,6,6,5,5,6,5,4,5,5,7,7,,3,,,,,,1,2,116,117,102,7,10,10,8,7,8,8,10,10,6,,6,,6,,6,7,7,6,7,7,6,6,6,7,7,7,6,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,4,16,15,5,13,3,18,12,11,13,4,17,13,4,18,10,2,3,6,1,10,5.792117777,6.289286647,5.650336191,6.176117195,5.600553186,5.142321559,5.679833125,6.034018661,5.000564456,5.954615237,3.961715771,6.016082396,5.628944546,6.05507321,5.865560108,5.454171434,4.746074441,4.95261406,0.2017478652,0.004927733181,,,,,,,,,,,,,,,,,,,,,,,,,,,
130452451,C,,1969-12-31 16:00:00,,,6,64,7,2,206,6,3,6,1,1,3,4,3,4,7,6,7,,,2,2,3,3,1,,2,,,,,3,,1,109,116,10,10,10,,,7,7,9,7,7,,7,,,5,,7,6,7,7,7,,,5,5,7,6,7,7,7,,,5,5,7,5,7,4,7,,,5,5,7,6,5,1,7,7,6,7,7,7,7,6,7,7,7,7,7,7,1,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,7,7,6,6,7,6,7,6,6,6,6,6,7,7,1,1,7,1,7,7,6,6,7,6,6,6,6,6,6,6,7,7,1,1,1,10,9,12,9,2,1,8,7,16,17,2,17,13,1,8,15,4,9,13,6,2,3,4.318476644,7.553991316,5.279243707,7.809686082,4.386710584,4.628426266,3.933629708,6.637155198,5.130526541,5.720368672,4.713639236,5.620160121,6.48564177,7.583357315,7.239631513,4.939807524,3.981376691,4.038171113,0.2352356931,0.1006312741,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERCQSM4WNDXJ3,C,,1969-12-31 16:00:00,,,6,59,6,1,101,4,6,6,2,4,2,6,4,6,3,7,4,,7,4,7,7,7,,2,,,3,,,,1,117,102,111,5,9,6,,7,5,7,7,9,3,7,5,,7,4,7,7,7,4,6,4,,5,4,5,5,5,4,6,4,,4,4,4,4,4,2,6,2,,2,3,2,3,4,3,4,6,6,4,4,4,4,3,4,3,4,4,3,5,4,3,5,7,4,6,6,7,7,6,7,7,7,6,7,7,5,6,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,6,6,5,4,6,5,4,4,4,5,5,3,5,5,3,5,,,,,,,,,,,,,,,,,,,5,4,6,6,6,5,6,6,5,5,5,7,6,3,6,5,2,3,,,,,,,,,,,,,,,,,,,10,12,7,1,16,10,8,11,8,10,15,3,15,3,17,1,9,13,12,14,17,10,8,5.605555993,6.548547558,5.804151925,6.074173104,4.673272297,4.46847751,4.706770008,5.202875701,5.601161025,7.165356819,5.770557302,4.802673178,6.464577917,4.532307104,6.938126444,5.290745442,4.559655849,5.791014825,0.2102304696,0.03063458641,,,,,,,,,,,,,,,,,,,,,,,,,,,
31311950,C,,1969-12-31 16:00:00,,,6,65,7,1,203,3,3,4,5,3,4,4,5,5,4,4,4,6,,6,4,6,4,,,,,,2,,1,,116,112,,6,5,6,9,,8,6,8,7,,,4,6,,6,4,6,6,5,4,4,6,,6,4,6,6,5,5,5,6,,6,5,6,6,5,5,5,5,,5,5,5,5,6,4,6,4,6,6,6,6,6,6,6,6,6,4,6,6,3,4,,,,,,,,,,,,,,,,,,,6,4,6,4,6,6,6,6,6,6,6,5,6,4,6,6,3,4,6,4,6,4,6,6,6,6,6,6,6,6,6,4,6,6,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,6,6,6,6,6,6,6,6,4,6,6,3,4,2,1,12,15,12,2,9,1,12,2,5,15,9,13,9,1,4,10,11,2,11,15,5,5.78167818,9.876259583,5.828561761,5.275462975,4.464009933,5.028612952,4.44500672,7.720022963,4.109146038,5.639748686,4.060417324,4.506229277,7.942090698,4.701449586,6.434796344,4.491104743,4.841686002,4.853716236,0.2582115551,0.1573785077,,,,,,,,,,,,,,,,,,,,,,,,,,,
310138567,C,,1969-12-31 16:00:00,,,6,45,5,2,103,4,4,6,3,2,3,6,6,3,5,6,7,6,,4,7,7,7,,,3,,,,2,1,,116,113,109,9,8,10,8,,8,10,10,10,5,7,7,,,,7,7,,5,7,7,5,,6,7,7,7,5,4,7,4,,5,7,7,6,6,4,7,5,,6,7,7,7,5,1,7,6,6,6,7,6,6,5,6,6,7,5,7,7,1,1,,,,,,,,,,,,,,,,,,,7,1,7,6,7,6,7,6,6,7,7,7,7,5,7,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,6,7,7,7,7,6,7,7,7,7,6,7,7,1,1,,,,,,,,,,,,,,,,,,,6,1,7,6,7,7,7,6,6,7,7,7,7,5,7,7,1,1,9,2,17,10,9,3,7,2,15,3,16,5,9,13,18,2,5,7,8,1,16,3,18,6.353719802,7.808308567,6.591546775,7.138263957,6.724395256,3.514973558,7.264078436,4.903215709,4.79371471,4.263327177,4.45161787,5.264868487,6.206271307,5.055294969,4.945271859,5.72528696,4.581983195,4.413861407,0.2248538297,0.07256069371,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERCQSM4WNDIH2,C,,1969-12-31 16:00:00,,,6,32,3,2,101,6,6,4,1,4,5,6,5,6,5,7,7,,5,7,7,7,6,,1,,,,,,2,3,102,116,117,5,10,10,,7,10,9,10,9,4,7,7,,5,7,6,7,7,5,5,5,,5,5,5,5,5,5,6,6,,5,6,6,6,6,4,7,6,,6,7,7,7,6,6,6,6,6,5,6,5,6,6,5,5,6,5,5,5,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,5,5,5,5,6,5,5,5,6,6,5,6,5,6,5,5,6,5,5,6,6,6,6,5,6,6,6,6,6,5,5,5,5,,,,,,,,,,,,,,,,,,,6,5,6,6,5,5,6,6,6,5,5,6,5,5,6,6,5,6,,,,,,,,,,,,,,,,,,,8,17,10,4,15,2,10,9,3,13,5,7,8,5,11,4,2,18,9,4,1,1,12,5.004231897,6.954185935,5.125241145,6.081954852,6.588649336,3.766566695,5.63985696,4.789513292,3.742061957,6.500633651,5.636023013,5.832502588,6.840714573,5.740201605,6.027777911,5.473191262,5.322620427,4.9340729,0.1952596412,-0.01495366435,,,,,,,,,,,,,,,,,,,,,,,,,,,
400369834,C,,1969-12-31 16:00:00,,,6,27,3,1,503,4,4,6,2,6,5,6,3,5,5,6,6,,7,5,7,5,5,3,1,,,2,,,,,102,111,1,8,9,7,,8,8,7,7,8,5,6,5,,6,5,6,,5,5,6,5,,5,4,4,5,5,5,6,4,,5,4,4,4,4,4,5,3,,5,4,3,4,4,4,3,3,4,5,4,4,5,4,4,4,4,4,3,5,5,4,4,4,2,3,4,5,5,4,5,5,5,5,5,4,3,5,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,3,4,3,4,2,3,4,4,3,3,4,3,6,6,4,3,3,3,4,4,4,4,3,4,4,4,4,3,5,4,4,5,,,,,,,,,,,,,,,,,,,3,9,18,10,11,9,4,14,15,6,4,16,4,1,17,14,17,14,17,2,7,10,6,7.169807083,4.313568693,5.722665142,4.337226059,5.078229968,5.593211179,4.758125801,5.63123025,6.086616054,5.631378727,4.173872438,6.12599096,6.739205143,7.888543096,4.512448264,6.469852409,4.19020767,5.577821065,0.2368677551,0.1048875832,,,,,,,,,,,,,,,,,,,,,,,,,,,
23072216,C,,1969-12-31 16:00:00,,,6,40,4,1,201,4,2,6,1,6,6,6,4,5,3,,6,5,2,6,5,6,6,,,3,,,1,,2,,112,116,109,4,,8,6,4,8,5,8,7,4,,6,,4,6,5,7,6,2,,6,5,3,7,4,7,6,3,,6,4,2,6,4,6,6,1,,5,4,1,6,2,6,5,2,3,6,5,4,4,4,5,4,3,3,3,5,1,4,3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,5,4,5,3,2,5,5,4,3,5,5,1,4,2,2,3,,,,,,,,,,,,,,,,,,,5,3,3,2,5,2,2,5,5,4,3,5,5,1,6,4,2,3,,,,,,,,,,,,,,,,,,,5,3,6,5,5,6,4,6,5,5,4,6,6,1,6,6,2,3,1,10,7,10,17,2,3,12,7,11,16,13,17,1,15,4,15,10,16,13,7,2,17,7.017196051,8.255123824,5.292788608,4.854699395,4.643459064,4.621988867,4.755815856,5.368954046,4.145541151,5.967181444,5.206486519,5.978733654,7.487168913,5.459241368,5.29027143,4.817364304,4.948852157,5.88913335,0.2316379989,0.09086543938,,,,,,,,,,,,,,,,,,,,,,,,,,,
vvYZg9TVLkk8DB,C,,1969-12-31 16:00:00,,,6,23,2,2,403,4,3,6,1,1,2,4,6,5,4,7,7,,,5,4,7,7,,3,,,,,,1,2,116,117,102,8,10,7,,,9,10,10,10,6,,6,,,5,6,7,7,5,7,6,,,6,6,7,7,6,7,7,,,5,6,7,7,6,7,6,,,5,6,7,7,2,4,3,1,3,4,6,5,6,6,5,4,3,3,4,5,4,3,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,1,7,4,6,2,7,6,7,7,7,7,7,7,5,5,5,7,6,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,2,4,6,6,6,6,,,,7,,,,,,,7,,7,7,7,7,7,7,,,,7,,,,,,,,,,,,,,,,,,,,,,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,1,7,10,2,7,5,1,10,1,14,7,4,13,4,16,2,3,2,1,5,7,14,17,10,16,4.754824041,8.764794736,4.177876838,6.207352515,6.831822768,4.22073573,3.964261993,6.512697824,4.650930608,6.631115507,6.263273418,4.561851874,6.525827491,5.890289309,6.004984376,4.567968677,5.309857657,4.159534638,0.2489374911,0.1359270952,,,,,,,,,,,,,,,,,,,,,,,,,,,
30087101,C,,1969-12-31 16:00:00,,,6,18,1,1,203,3,6,4,6,6,5,6,6,5,2,7,7,,7,6,7,7,7,,,,,1,,3,,2,111,117,113,2,8,10,,10,8,10,7,10,,7,7,,7,4,7,7,7,1,6,6,,6,2,6,6,6,1,7,7,,7,3,7,7,7,1,4,4,,4,4,4,4,4,5,4,3,3,2,2,4,5,3,3,3,7,6,5,5,6,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,3,5,7,6,7,6,7,6,7,7,6,5,5,6,3,7,6,4,3,3,7,5,5,6,7,6,7,7,6,5,5,6,3,7,6,4,3,4,7,5,6,6,7,6,7,7,6,5,5,6,3,7,1,7,9,10,9,3,8,7,8,16,11,13,12,13,15,3,15,10,9,13,6,3,5,4.608997203,7.19455463,6.624542635,6.426914365,7.031266469,3.942608307,4.295693877,5.852316781,4.263911508,5.856231948,5.838470296,4.851680749,5.818720024,5.053859796,6.912702538,5.004248095,5.504949264,4.918331513,0.2012191889,0.003306897421,,,,,,,,,,,,,,,,,,,,,,,,,,,
300256263,C,,1969-12-31 16:00:00,,,6,38,4,1,502,4,6,6,1,6,6,6,6,6,4,6,7,5,7,7,7,7,7,,,,,,,1,3,2,113,117,116,5,9,8,8,8,9,10,9,10,7,5,6,5,6,4,7,7,7,4,6,6,4,7,5,7,7,7,3,5,5,5,6,4,6,7,7,4,5,6,4,6,5,7,7,6,5,7,6,6,7,5,5,6,6,7,6,5,7,7,4,7,5,6,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,7,7,7,6,6,7,6,6,6,6,7,7,7,6,7,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,18,12,17,5,9,1,3,5,10,3,9,13,9,4,7,13,7,4,11,5,18,6.087005022,5.829406084,5.884840216,6.079292308,5.875048121,5.030624414,5.128309692,5.464561624,4.828439039,5.606896808,5.894063278,5.33403128,5.943645523,6.092761545,5.236803405,4.830726597,5.018237965,5.835307077,0.2118439765,0.03431374243,,,,,,,,,,,,,,,,,,,,,,,,,,,
300444219,C,,1969-12-31 16:00:00,,,6,29,3,1,502,6,4,6,4,3,5,6,6,4,6,5,6,5,6,6,6,6,5,2,,1,,3,,,,,109,1,111,10,9,9,8,10,9,9,9,8,7,6,7,6,7,6,7,6,6,7,6,7,6,7,6,7,6,6,7,6,7,6,7,6,7,6,6,7,6,7,6,7,7,7,7,6,6,5,7,7,7,6,7,7,6,6,6,7,7,7,6,7,7,6,,,,,,,,,,,,,,,,,,,7,5,7,7,7,7,7,7,7,7,7,6,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,5,6,6,7,7,7,6,7,7,6,7,6,6,6,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,17,13,12,8,7,13,17,1,17,13,16,2,12,2,11,4,11,1,7,8,14,5.010164125,6.19833904,6.882701494,6.136338273,4.298708644,4.250366469,4.549818295,6.346446886,5.025617334,5.374745094,4.80983752,4.188685371,6.945765616,7.902786172,6.177386252,6.140383893,4.587529765,5.174379759,0.2250676313,0.0732095923,,,,,,,,,,,,,,,,,,,,,,,,,,,
